Date,Price,Open,High,Low,Vol.,Change %
23-Mar-15,105.92,107.51,107.69,105.92,6.81M,-1.04%
20-Mar-15,107.03,105.29,107.26,105.11,14.06M,2.18%
19-Mar-15,104.75,105.1,105.4,104.65,7.84M,-1.83%
18-Mar-15,106.7,102.61,106.88,102.37,11.06M,3.42%
17-Mar-15,103.17,102.3,103.55,102.1,7.10M,0.04%
16-Mar-15,103.13,101.44,103.27,101,6.78M,1.49%
13-Mar-15,101.62,101.84,101.84,100.66,8.35M,-0.78%
12-Mar-15,102.42,104.22,104.51,102.3,5.90M,-1.08%
11-Mar-15,103.54,103.52,103.89,102.45,8.44M,0.61%
10-Mar-15,102.91,103.79,104.55,102.33,10.68M,-1.00%
9-Mar-15,103.95,103.6,105.63,103.5,7.51M,0.39%
6-Mar-15,103.55,104.22,104.52,103.17,7.21M,-1.13%
5-Mar-15,104.73,105.01,105.31,104.33,5.16M,-0.41%
4-Mar-15,105.16,105.64,105.64,104.44,5.78M,0.00%
3-Mar-15,105.16,105.88,106.22,104.81,6.90M,-0.70%
2-Mar-15,105.9,106.32,106.34,104.93,7.34M,-0.73%
27-Feb-15,106.68,107.52,107.73,106.57,6.40M,-0.35%
26-Feb-15,107.06,107.89,107.92,106.6,5.90M,-1.40%
25-Feb-15,108.58,108.12,108.78,107.76,4.81M,0.57%
24-Feb-15,107.96,107.89,108.24,107.34,5.71M,0.09%
23-Feb-15,107.86,107.79,108.5,107.35,6.72M,-0.68%
20-Feb-15,108.6,108.43,108.87,107.5,7.61M,0.23%
19-Feb-15,108.35,108.2,109.58,107.24,9.72M,-1.89%
18-Feb-15,110.44,111.25,111.65,110.37,6.92M,-1.74%
17-Feb-15,112.4,112.31,112.93,111.52,7.10M,-0.34%
13-Feb-15,112.78,111.35,112.84,111.1,7.49M,1.73%
12-Feb-15,110.86,110.28,111.05,109.82,6.62M,0.80%
11-Feb-15,109.98,108.98,110.18,108.29,8.66M,-0.18%
10-Feb-15,110.18,110.52,110.62,108.09,7.03M,-0.23%
9-Feb-15,110.43,109.84,111.5,109.65,6.40M,0.75%
6-Feb-15,109.61,109.66,110.46,109.11,7.66M,0.27%
5-Feb-15,109.31,109.57,110.11,108.57,7.53M,0.89%
4-Feb-15,108.35,108.49,109.28,107.39,10.18M,-1.08%
3-Feb-15,109.53,107.7,110.11,107.67,14.27M,3.27%
2-Feb-15,106.06,103.98,106.13,102.97,11.54M,3.44%
30-Jan-15,102.53,101.6,103.28,98.88,20.58M,-0.46%
29-Jan-15,103,104.24,104.63,101.66,13.99M,-0.68%
28-Jan-15,103.71,108.16,108.17,103.42,10.53M,-4.20%
